adult,budget,original_language,popularity,revenue,runtime,title,vote_average,vote_count,genres_list,production_companies_list,production_countries_list,spoken_languages_list,release_year,movieId
False,15000000,en,14.778884,125212904.0,93.0,First Blood,7.2,1523.0,"['Action', 'Adventure', 'Thriller', 'War']",['Orion Pictures'],['United States of America'],['English'],1982,2403
False,63000000,en,11.624866,189015611.0,102.0,Rambo III,5.7,703.0,"['Action', 'Adventure', 'Thriller', 'War']","['TriStar Pictures', 'Carolco Pictures']",['United States of America'],"['English', 'Pусский']",1988,2404
False,25000000,en,10.571841,96773200.0,106.0,The Jewel of the Nile,6.0,289.0,"['Action', 'Adventure', 'Comedy', 'Romance']","['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Stone Group Pictures']",['United States of America'],"['العربية', 'English']",1985,2405
False,10000000,en,6.827193,86572238.0,106.0,Romancing the Stone,6.6,477.0,"['Action', 'Adventure', 'Comedy', 'Romance']","['Twentieth Century Fox Film Corporation', 'SLM Production Group', 'Nina Saxon Film Design', 'El Corazon Producciones S.A.']","['Mexico', 'United States of America']","['Français', 'English', 'Español']",1984,2406
False,7000000,en,11.789813,200182160.0,119.0,Rocky II,6.9,948.0,['Drama'],['United Artists'],['United States of America'],['English'],1979,2409
False,17000000,en,11.673366,270000000.0,99.0,Rocky III,6.6,894.0,['Drama'],['United Artists'],['United States of America'],['English'],1982,2410
False,31000000,en,10.25721,300473716.0,91.0,Rocky IV,6.6,984.0,['Drama'],['United Artists'],['United States of America'],['English'],1985,2411
False,42000000,en,14.007329,119946358.0,104.0,Rocky V,5.3,688.0,['Drama'],['United Artists'],['United States of America'],['English'],1990,2412
False,15000000,en,7.720009,14643997.0,94.0,Clue,7.1,377.0,"['Comedy', 'Thriller', 'Crime', 'Mystery']","['Paramount Pictures', 'Debra Hill Productions', 'PolyGram Filmed Entertainment', 'The Guber-Peters Company']",['United States of America'],"['Français', 'English']",1985,2413
False,8000000,en,7.64499,90815558.0,126.0,The Karate Kid,6.9,913.0,['Drama'],"['Columbia Pictures Corporation', 'Jerry Weintraub Productions', 'Delphi Films']",['United States of America'],['English'],1984,2420
False,113,en,9.231318,115103979.0,113.0,"The Karate Kid, Part II",5.9,457.0,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']","['Columbia Pictures Corporation', 'Delphi V Productions']",['United States of America'],['English'],1986,2421
False,27000000,en,9.802574,71320000.0,97.0,National Lampoon's Christmas Vacation,7.1,668.0,['Comedy'],"['Hughes Entertainment', 'Warner Bros.']",['United States of America'],['English'],1989,2423
False,65000000,en,10.237996,250821495.0,119.0,You've Got Mail,6.3,859.0,"['Comedy', 'Romance']",['Warner Bros.'],['United States of America'],['English'],1998,2424
False,52000000,en,9.783966,98126565.0,170.0,The Thin Red Line,7.2,793.0,"['Drama', 'History', 'War']","['Phoenix Pictures', 'Geisler-Roberdeau']","['Canada', 'United States of America']","['English', 'Pусский']",1998,2427
False,15000000,en,13.462253,40283321.0,104.0,The Faculty,6.2,500.0,"['Horror', 'Mystery', 'Science Fiction']","['Dimension Films', 'Los Hooligans Productions']",['United States of America'],['English'],1998,2428
False,50000000,en,12.52181,202292902.0,115.0,Patch Adams,7.0,863.0,"['Comedy', 'Drama']","['Universal Pictures', 'Blue Wolf', 'Farrell/Minoff']",['United States of America'],['English'],1998,2431
False,15000000,en,13.534589,60629159.0,96.0,The Fly,7.1,1038.0,"['Horror', 'Science Fiction']","['SLM Production Group', 'Brooksfilms']","['Canada', 'United Kingdom', 'United States of America']",['English'],1986,2455
False,85000,en,15.526413,30859000.0,83.0,The Texas Chain Saw Massacre,7.1,617.0,['Horror'],"['New Line Cinema', 'Vortex']",['United States of America'],['English'],1974,2459
False,20000000,en,11.469751,77200000.0,130.0,The Name of the Rose,7.2,739.0,"['Drama', 'Thriller', 'Mystery']","['Zweites Deutsches Fernsehen (ZDF)', 'Les Films Ariane', 'RAI Radiotelevisione Italiana', 'Cristaldifilm']","['France', 'Italy', 'Germany']","['English', 'Latin']",1986,2467
False,5000000,en,7.791212,328203506.0,97.0,Crocodile Dundee,6.3,512.0,"['Adventure', 'Comedy']","['Paramount Pictures', 'Rimfire Films']",['Australia'],['English'],1986,2470
False,13800000,en,11.613655,52293982.0,119.0,The Color of Money,6.7,297.0,['Drama'],"['Silver Screen Partners', 'Touchstone Pictures']",['United States of America'],"['English', 'Español']",1986,2474
False,15000000,en,7.390012,42724017.0,130.0,Heartbreak Ridge,6.5,270.0,"['Action', 'Comedy', 'Drama', 'War']","['Malpaso Productions', 'Jay Weston Productions']",['United States of America'],"['Español', 'English']",1986,2476
False,10000000,en,7.064982,103166989.0,95.0,She's All That,5.7,425.0,"['Comedy', 'Romance']","['Miramax Films', 'Tapestry Films', 'FilmColony']",['United States of America'],['English'],1999,2485
False,90000000,en,9.112008,161626121.0,100.0,Payback,6.7,557.0,"['Drama', 'Action', 'Thriller', 'Crime']","['Paramount Pictures', 'Icon Entertainment International']",['United States of America'],['English'],1999,2490
False,10000000,en,12.329066,12827813.0,89.0,Office Space,7.4,1068.0,"['Comedy', 'Crime']","['Twentieth Century Fox Film Corporation', 'Cubicle Inc.']",['United States of America'],['English'],1999,2502
False,11500000,en,8.365761,57469467.0,103.0,Pet Sematary,6.4,417.0,"['Drama', 'Horror']",['Paramount Pictures'],['United States of America'],['English'],1989,2513
False,9000000,en,6.842274,25000000.0,119.0,Logan's Run,6.6,272.0,"['Adventure', 'Action', 'Romance', 'Science Fiction']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],['English'],1976,2528
False,5800000,en,17.784978,33395426.0,112.0,Planet of the Apes,7.5,958.0,"['Science Fiction', 'Adventure', 'Drama', 'Action']","['Twentieth Century Fox Film Corporation', 'APJAC Productions']",['United States of America'],['English'],1968,2529
False,3000000,en,12.325947,18999718.0,95.0,Beneath the Planet of the Apes,6.2,370.0,"['Adventure', 'Science Fiction', 'Mystery']","['Twentieth Century Fox Film Corporation', 'APJAC Productions']",['United States of America'],['English'],1970,2530
False,2500000,en,12.120267,12348905.0,98.0,Escape from the Planet of the Apes,6.3,270.0,"['Action', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'APJAC Productions']",['United States of America'],['English'],1971,2533
False,80000000,en,7.634017,176885658.0,103.0,Analyze This,6.4,512.0,"['Comedy', 'Crime']","['Spring Creek Productions', 'Warner Bros.', 'Tribeca Productions', 'Baltimore Pictures']","['Australia', 'United States of America']",['English'],1999,2539
False,10500000,en,8.181065,75902208.0,97.0,Cruel Intentions,6.6,848.0,"['Drama', 'Romance', 'Thriller']","['Columbia Pictures', 'Cruel Productions', 'Newmarket Capital Group']",['United States of America'],"['Tiếng Việt', 'English', 'Français']",1999,2541
False,1350000,en,4.60786,3897569.0,105.0,"Lock, Stock and Two Smoking Barrels",7.5,1671.0,"['Comedy', 'Crime']","['Handmade Films Ltd.', 'Summit Entertainment', 'PolyGram Filmed Entertainment', 'SKA Films', 'The Steve Tisch Company']",['United Kingdom'],['English'],1998,2542
False,63000000,en,33.366332,463517383.0,136.0,The Matrix,7.9,9079.0,"['Action', 'Science Fiction']","['Village Roadshow Pictures', 'Groucho II Film Partnership', 'Silver Pictures', 'Warner Bros.']","['Australia', 'United States of America']",['English'],1999,2571
False,6000,en,5.283661,48482.0,69.0,Following,7.2,363.0,"['Crime', 'Drama', 'Thriller']","['Syncopy', 'Next Wave Films']",['United Kingdom'],['English'],1998,2579
False,25000000,en,7.257679,84565230.0,107.0,Never Been Kissed,5.8,378.0,"['Romance', 'Comedy', 'Drama']","['Flower Films (II)', 'Bushwood Pictures', 'Never Been Kissed Productions']",['United States of America'],['English'],1999,2581
False,15000000,en,11.446138,2856712.0,97.0,eXistenZ,6.7,487.0,"['Action', 'Thriller', 'Science Fiction', 'Horror']","['Alliance Atlantis Communications', 'Natural Nylon Entertainment', 'Serendipity Point Films', 'Téléfilm Canada', 'The Harold Greenberg Fund', 'The Movie Network', 'Union Générale Cinématographique', 'Canadian Television Fund']","['Canada', 'France', 'United Kingdom']",['English'],1999,2600
False,66000000,en,10.62333,212404396.0,112.0,Entrapment,6.0,613.0,"['Romance', 'Drama', 'Mystery']","['Fountainbridge Films', 'Regency Enterprises']","['United Kingdom', 'United States of America']",['English'],1999,2605
False,80000000,en,23.984065,415885488.0,124.0,The Mummy,6.6,2796.0,"['Adventure', 'Action', 'Fantasy']","['Universal Pictures', 'Alphaville Films']",['United States of America'],"['English', 'العربية']",1999,2617
False,115000000,en,15.649091,924317558.0,136.0,Star Wars: Episode I - The Phantom Menace,6.4,4526.0,"['Adventure', 'Action', 'Science Fiction']",['Lucasfilm'],['United States of America'],['English'],1999,2628
False,55000000,en,15.460102,300218018.0,143.0,Superman,6.9,1042.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Warner Bros.', 'Dovemead Films', 'Film Export A.G.']","['United Kingdom', 'United States of America']",['English'],1978,2640
False,54000000,en,10.301621,190458706.0,127.0,Superman II,6.5,642.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Warner Bros.', 'Dovemead Films', 'Film Export A.G.']","['United Kingdom', 'United States of America']",['English'],1980,2641
False,39000000,en,9.614638,75850624.0,125.0,Superman III,5.3,500.0,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']","['Warner Bros.', 'Dovemead Films', 'Cantharus Productions']","['United Kingdom', 'United States of America']","['English', 'Italiano', 'Español', 'ภาษาไทย']",1983,2642
False,17000000,en,7.990679,19300000.0,90.0,Superman IV: The Quest for Peace,4.1,327.0,"['Action', 'Adventure', 'Science Fiction']","['Cannon Films', 'Warner Bros.', 'London-Cannon Films', 'Golan-Globus Productions']","['United Kingdom', 'United States of America']","['English', 'Français', 'Italiano', 'Pусский', 'ภาษาไทย']",1987,2643
False,291000,en,8.091603,12000000.0,71.0,Frankenstein,7.3,295.0,"['Drama', 'Horror', 'Science Fiction']",['Universal Pictures'],['United States of America'],['English'],1931,2648
False,1200000,en,8.699428,112892319.0,100.0,The Rocky Horror Picture Show,7.4,703.0,"['Comedy', 'Horror', 'Music', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Michael White Productions']","['United Kingdom', 'United States of America']",['English'],1975,2657
False,42000000,en,9.874043,363889678.0,124.0,Notting Hill,7.0,1309.0,"['Romance', 'Comedy', 'Drama']","['Bookshop Productions', 'Notting Hill Pictures', 'Working Title Films', 'Polygram Filmed Entertainment']","['United Kingdom', 'United States of America']","['English', 'Español']",1999,2671
False,16000000,en,9.356587,18564088.0,100.0,The Thirteenth Floor,6.8,381.0,"['Thriller', 'Science Fiction', 'Mystery']","['Columbia Pictures', 'Centropolis Film Productions']",['United States of America'],['English'],1999,2672
False,33000000,en,13.984182,310940086.0,95.0,Austin Powers: The Spy Who Shagged Me,6.1,1034.0,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']","['New Line Cinema', ""Eric's Boy""]",['United States of America'],"['Deutsch', 'English']",1999,2683
False,150000000,en,12.453452,448000000.0,88.0,Tarzan,7.1,1715.0,"['Adventure', 'Animation', 'Drama', 'Family']",['Walt Disney Pictures'],['United States of America'],['English'],1999,2687
False,1530000,de,7.765379,7267585.0,81.0,Run Lola Run,7.2,672.0,"['Action', 'Drama', 'Thriller']","['X-Filme Creative Pool', 'Westdeutscher Rundfunk (WDR)']",['Germany'],"['Deutsch', 'English', '日本語']",1998,2692
False,34200000,en,8.011869,234801895.0,93.0,Big Daddy,6.2,898.0,"['Comedy', 'Drama']",['Columbia Pictures'],['United States of America'],"['English', 'Italiano']",1999,2694
False,12500000,fr,6.122739,78599508.0,80.0,The Dinner Game,7.7,408.0,['Comedy'],"['Gaumont', 'TPS Cinéma', 'EFVE']",['France'],['Français'],1998,2696
False,31000000,en,5.418428,53208180.0,103.0,Arachnophobia,6.2,445.0,"['Comedy', 'Horror']","['Amblin Entertainment', 'Hollywood Pictures', 'Tangled Web Productions']",['United States of America'],"['English', 'Español']",1990,2699
False,170000000,en,9.887602,222104681.0,106.0,Wild Wild West,5.1,1042.0,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","['Todman, Simon, LeMasters Productions', 'Warner Bros.', 'Peters Entertainment', 'Sonnenfeld Josephson Worldwide Entertainment']",['United States of America'],['English'],1999,2701
False,11000000,en,18.344227,235483004.0,95.0,American Pie,6.4,2358.0,"['Comedy', 'Romance']","['Universal Pictures', 'Summit Entertainment', 'Newmarket Capital Group', 'Zide-Perry Productions']",['United States of America'],['English'],1999,2706
False,60000,en,14.838386,248000000.0,81.0,The Blair Witch Project,6.3,1090.0,"['Horror', 'Mystery']","['Artisan Entertainment', 'Haxan Films']",['United States of America'],['English'],1999,2710
False,65000000,en,13.268484,162091208.0,159.0,Eyes Wide Shut,7.1,1266.0,"['Mystery', 'Drama']","['Hobby Films', 'Pole Star', 'Stanley Kubrick Productions', 'Warner Bros.']","['United Kingdom', 'United States of America']",['English'],1999,2712
False,30000000,en,22.089729,295212467.0,107.0,Ghostbusters,7.3,2431.0,"['Comedy', 'Fantasy']","['Columbia Pictures Corporation', 'Delphi Films', 'Black Rhino Productions']",['United States of America'],['English'],1984,2716
False,37000000,en,16.414239,215394738.0,108.0,Ghostbusters II,6.3,1131.0,"['Comedy', 'Fantasy']",['Columbia Pictures Corporation'],['United States of America'],['English'],1989,2717
False,80000000,en,8.967638,91188905.0,113.0,The Haunting,5.2,374.0,"['Horror', 'Thriller', 'Fantasy', 'Mystery']","['DreamWorks', 'Roth-Arnold Productions']",['United States of America'],['English'],1999,2719
False,60000000,en,7.493615,73648228.0,105.0,Deep Blue Sea,5.6,616.0,"['Action', 'Science Fiction', 'Thriller']","['Village Roadshow Pictures', 'Warner Bros.', 'Riche-Ludwig Productions', 'Groucho III Film Partnership']","['Australia', 'United States of America']",['English'],1999,2722
False,70000000,en,8.919469,309457509.0,116.0,Runaway Bride,5.8,472.0,"['Comedy', 'Romance']","['Paramount Pictures', 'Lakeshore Entertainment', 'Touchstone Pictures', 'Interscope Communications']",['United States of America'],['English'],1999,2724
False,12000000,en,11.110376,60000000.0,197.0,Spartacus,7.3,472.0,"['Action', 'Drama', 'History']","['Bryna Productions', 'Universal International Pictures (UI)']",['United States of America'],['English'],1960,2728
False,2000000,en,9.551293,9250000.0,153.0,Lolita,7.3,409.0,"['Drama', 'Romance']","['Seven Arts Productions', 'Allied Artists', 'Transworld Pictures']","['United Kingdom', 'United States of America']",['English'],1962,2729
False,11000000,en,14.003467,20000000.0,184.0,Barry Lyndon,7.7,521.0,"['Drama', 'Romance', 'War']","['Hawk Films', 'Warner Bros.', 'Peregrine']","['United Kingdom', 'United States of America']","['Deutsch', 'Français', 'English']",1975,2730
False,25000000,en,8.236472,79817939.0,94.0,The Golden Child,5.6,311.0,"['Action', 'Adventure', 'Comedy']",['Paramount Pictures'],['United States of America'],"['Český', 'English', 'Italiano']",1986,2735
False,15000000,en,11.573562,146292009.0,154.0,The Color Purple,7.7,345.0,['Drama'],"['Amblin Entertainment', 'The Guber-Peters Company', 'Warner Bros.']",['United States of America'],['English'],1985,2739
False,24500000,en,11.241995,17218023.0,126.0,The Mission,7.1,295.0,"['Adventure', 'Drama', 'Action', 'History']","['Goldcrest Films International', 'AMLF', 'Warner Bros.', 'Enigma Productions', 'Kingsmere Productions Ltd.']","['France', 'United Kingdom']","['English', '', 'Latin', 'Español']",1986,2745
False,25000000,en,7.409179,38748395.0,94.0,Little Shop of Horrors,6.7,389.0,"['Horror', 'Comedy', 'Music']","['The Geffen Company', 'Warner Bros.']",['United States of America'],['English'],1986,2746
False,70000000,en,15.441459,23159305.0,86.0,The Iron Giant,7.6,1470.0,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",['Warner Bros. Animation'],['United States of America'],['English'],1999,2761
False,40000000,en,18.449169,672806292.0,107.0,The Sixth Sense,7.7,3223.0,"['Mystery', 'Thriller', 'Drama']","['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",['United States of America'],"['Latin', 'Español', 'English']",1999,2762
False,48000000,en,10.961226,124305181.0,113.0,The Thomas Crown Affair,6.7,349.0,"['Drama', 'Crime', 'Romance']","['Irish Dreamtime', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['English'],1999,2763
False,3500000,en,13.063203,83453539.0,88.0,Airplane!,7.1,1104.0,['Comedy'],['Paramount Pictures'],['United States of America'],['English'],1980,2791
False,15000000,en,7.747432,61399552.0,98.0,National Lampoon's Vacation,7.1,412.0,"['Comedy', 'Adventure', 'Romance']",['Warner Bros.'],['United States of America'],['English'],1983,2795
False,18000000,en,9.562292,151668774.0,104.0,Big,6.9,1022.0,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']","['Gracie Films', 'Twentieth Century Fox Film Corporation', 'American Entertainment Partners II L.P.']",['United States of America'],['English'],1988,2797
False,45000000,en,8.708306,195268056.0,141.0,The Pelican Brief,6.3,377.0,"['Drama', 'Mystery', 'Thriller', 'Crime']",['Warner Bros.'],['United States of America'],['English'],1993,2803
False,12000000,en,5.875606,21133087.0,99.0,Stir of Echoes,6.5,334.0,"['Horror', 'Mystery', 'Thriller']",['Artisan Entertainment'],['United States of America'],['English'],1999,2841
False,15000000,en,20.726578,356296601.0,122.0,American Beauty,7.9,3438.0,['Drama'],"['DreamWorks SKG', 'Jinks/Cohen Company']",['United States of America'],['English'],1999,2858
False,65000000,en,6.229424,117758500.0,93.0,Blue Streak,6.1,359.0,"['Action', 'Comedy', 'Crime']",['Columbia Pictures'],"['Germany', 'United States of America']",['English'],1999,2860
False,9000000,en,7.472509,24922237.0,106.0,Fright Night,6.9,279.0,['Horror'],"['Columbia Pictures', 'Delphi IV Productions', 'Vistar Films']",['United States of America'],['English'],1985,2867
False,2000000,en,8.476681,46122355.0,109.0,Deliverance,7.2,441.0,"['Drama', 'Adventure', 'Thriller']","['Warner Bros.', 'Elmer Enterprises']",['United States of America'],['English'],1972,2871
False,70000000,en,10.876463,177841558.0,105.0,Double Jeopardy,6.2,282.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Paramount Pictures'],"['Canada', 'United States of America']",['English'],1999,2881
False,75000000,en,12.287636,108000000.0,114.0,Three Kings,6.6,709.0,"['Action', 'Adventure', 'Comedy']","['Village Roadshow Pictures', 'Atlas Entertainment', 'Warner Bros.', 'Village-A.M. Partnership', 'Coast Ridge', 'Junger Witt Productions']",['United States of America'],"['English', 'العربية']",1999,2890
False,2000000,en,6.536006,11540607.0,118.0,Boys Don't Cry,7.2,360.0,"['Crime', 'Drama']","['Fox Searchlight Pictures', 'The Independent Film Channel Productions', 'IFC Films', 'Killer Films', 'Hart-Sharp Entertainment']",['United States of America'],['English'],1999,2908
False,6200000,en,6.505209,63541777.0,98.0,Risky Business,6.4,340.0,"['Comedy', 'Romance']","['Geffen Company, The']",['United States of America'],"['Deutsch', 'English']",1983,2915
False,65000000,en,12.954444,261317921.0,113.0,Total Recall,7.1,1745.0,"['Action', 'Adventure', 'Science Fiction']","['TriStar Pictures', 'Carolco Pictures', 'Carolco International N.V.']",['United States of America'],['English'],1990,2916
False,6000000,en,12.724645,70136369.0,103.0,Ferris Bueller's Day Off,7.5,1340.0,['Comedy'],['Paramount Pictures'],['United States of America'],['English'],1986,2918
False,5500000,en,9.91087,15700000.0,105.0,High Plains Drifter,7.4,284.0,['Western'],"['Universal Pictures', 'Malpaso Productions']",['United States of America'],['English'],1973,2921
False,4000000,en,9.888958,92921203.0,95.0,Flashdance,6.1,313.0,"['Drama', 'Music', 'Romance']",['Paramount Pictures'],['United States of America'],"['English', 'Português']",1983,2942
False,5400000,en,15.640007,45300000.0,150.0,The Dirty Dozen,7.5,309.0,"['Action', 'Adventure', 'War']","['Metro-Goldwyn-Mayer (MGM)', 'Seven Arts Pictures', 'MKH']","['United Kingdom', 'United States of America']","['Latin', 'English', 'Deutsch', 'Français', 'Español']",1967,2944
False,2500000,en,13.78884,124881062.0,110.0,Goldfinger,7.2,1005.0,"['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']","['United Kingdom', 'United States of America']","['普通话', 'English', 'Español']",1964,2947
False,2000000,en,12.536729,78898765.0,115.0,From Russia with Love,6.9,773.0,"['Action', 'Thriller', 'Adventure']","['United Artists', 'Eon Productions', 'Danjaq']",['United Kingdom'],"['English', 'Pусский', 'Türkçe', 'Română']",1963,2948
False,950000,en,19.931606,59600000.0,110.0,Dr. No,6.9,953.0,"['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions']",['United Kingdom'],"['English', 'Français']",1962,2949
False,4500000,en,11.578578,58853106.0,104.0,The Blue Lagoon,5.8,422.0,"['Romance', 'Adventure', 'Drama']",['Columbia Pictures Corporation'],['United States of America'],['English'],1980,2950
False,200000,it,12.429704,14500000.0,99.0,A Fistful of Dollars,7.6,909.0,['Western'],"['United Artists', 'Constantin Film Produktion', 'Jolly Film', 'Ocean Films']","['Italy', 'Germany', 'Spain']","['Italiano', 'Español']",1964,2951
False,63000000,en,63.869599,100853753.0,139.0,Fight Club,8.3,9678.0,['Drama'],"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Taurus Film', 'Linson Films', 'Atman Entertainment', 'Knickerbocker Films']","['Germany', 'United States of America']",['English'],1999,2959
False,13000000,en,13.485583,53000000.0,102.0,RoboCop,7.1,1494.0,"['Action', 'Thriller', 'Science Fiction']",['Orion Pictures'],['United States of America'],['English'],1987,2985
False,70000000,en,16.78596,329803958.0,104.0,Who Framed Roger Rabbit,7.2,1466.0,"['Fantasy', 'Animation', 'Comedy', 'Crime', 'Family']","['Amblin Entertainment', 'Silver Screen Partners III', 'Touchstone Pictures', 'Walt Disney Feature Animation']",['United States of America'],['English'],1988,2987
False,28000000,en,9.765123,195312802.0,127.0,For Your Eyes Only,6.3,497.0,"['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions']","['United Kingdom', 'United States of America']","['ελληνικά', 'English', 'Italiano']",1981,2989
False,32000000,en,11.137888,156167015.0,133.0,Licence to Kill,5.9,549.0,"['Adventure', 'Action', 'Thriller']",['Eon Productions'],"['United Kingdom', 'United States of America']","['English', 'Español']",1989,2990
False,7000000,en,9.773768,161777836.0,121.0,Live and Let Die,6.4,540.0,"['Adventure', 'Action', 'Thriller']","['United Artists', 'Eon Productions', 'Danjaq']",['United Kingdom'],"['English', 'Magyar']",1973,2991
False,5500000,en,10.517835,141195658.0,130.0,Thunderball,6.5,572.0,"['Adventure', 'Action', 'Thriller']","['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","['Bahamas', 'France', 'United Kingdom', 'United States of America']","['English', 'Français']",1965,2993
False,13000000,en,11.416319,22863596.0,112.0,Being John Malkovich,7.3,1124.0,"['Fantasy', 'Drama', 'Comedy']","['Gramercy Pictures', 'Propaganda Films', 'Single Cell Pictures']",['United States of America'],"['English', 'Français']",1999,2997
False,26500000,ja,17.166725,159375308.0,134.0,Princess Mononoke,8.2,2041.0,"['Adventure', 'Fantasy', 'Animation']","['Miramax Films', 'Studio Ghibli', 'Nibariki', 'Nippon Television Network (NTV)']",['Japan'],['日本語'],1997,3000
False,73000000,en,8.884406,151493655.0,118.0,The Bone Collector,6.5,843.0,"['Drama', 'Mystery', 'Thriller', 'Crime']","['Universal Pictures', 'Columbia Pictures Corporation']",['United States of America'],['English'],1999,3005
False,90000000,en,11.3569,60289912.0,157.0,The Insider,7.3,489.0,"['Drama', 'Thriller']","['Spyglass Entertainment', 'Forward Pass', 'Kaitz Productions', 'Mann/Roth Productions', 'Touchstone Pictures']",['United States of America'],"['العربية', 'English', '日本語', 'فارسی']",1999,3006
False,25000000,en,10.175138,40903593.0,113.0,Falling Down,7.2,837.0,"['Crime', 'Drama', 'Thriller']","['Regency Enterprises', 'Alcor Films', 'Canal+', 'Warner Bros.']",['United States of America'],"['English', 'Español', '한국어/조선말']",1993,3020
False,22700000,en,9.10373,38119483.0,96.0,Spaceballs,6.7,924.0,"['Comedy', 'Science Fiction']","['Brooksfilms Ltd.', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],['English'],1987,3033
False,15000000,en,11.179855,32056467.0,83.0,Robin Hood,7.0,1155.0,"['Animation', 'Family']",['Walt Disney Productions'],['United States of America'],['English'],1973,3034
False,40600000,en,14.285052,90400000.0,116.0,Trading Places,7.1,763.0,['Comedy'],"['Paramount Pictures', 'Cinema Group Ventures']",['United States of America'],"['English', 'Português']",1983,3039
False,10000000,en,8.559088,30652890.0,130.0,Dogma,6.8,842.0,"['Fantasy', 'Comedy', 'Adventure']","['Lions Gate', 'View Askew Productions']",['United States of America'],['English'],1999,3052
False,60000000,fr,9.471838,66976317.0,148.0,The Messenger: The Story of Joan of Arc,6.2,373.0,"['Adventure', 'Drama', 'Action', 'History', 'War']","['Columbia Pictures', 'Gaumont']",['France'],"['English', 'Latin']",1999,3053
False,30000000,ja,7.556826,163644662.0,75.0,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,336.0,['Animation'],"['TV Tokyo', 'Shogakukan Production', 'Media Factory', 'Nintendo', 'Creatures', 'Tomy', 'Oriental Light and Magic (OLM)', 'GAME FREAK', 'JR Kikaku']","['Japan', 'United States of America']",['日本語'],1998,3054
False,100000000,en,11.072361,206071502.0,105.0,Sleepy Hollow,6.9,1774.0,"['Drama', 'Fantasy', 'Thriller', 'Mystery']","['Paramount Pictures', 'American Zoetrope', 'Mandalay Pictures', 'Tim Burton Productions', 'Karol Film Productions']","['Germany', 'United States of America']",['English'],1999,3081
False,135000000,en,12.130127,361832400.0,128.0,The World Is Not Enough,6.0,878.0,"['Adventure', 'Action', 'Thriller']","['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","['United Kingdom', 'United States of America']","['English', 'Pусский']",1999,3082
False,8272296,es,10.000915,67872296.0,101.0,All About My Mother,7.4,337.0,"['Comedy', 'Drama']",['Renn Productions'],"['Spain', 'France']",['Español'],1999,3083
False,133000,it,13.233136,361712.0,93.0,Bicycle Thieves,8.0,404.0,['Drama'],['Produzioni De Sica'],['Italy'],['Italiano'],1948,3089
False,14000000,en,14.260779,320145693.0,119.0,Fatal Attraction,6.6,305.0,"['Romance', 'Drama', 'Thriller', 'Horror', 'Mystery']",['Paramount Pictures'],['United States of America'],['English'],1987,3101
False,75000000,en,9.883727,152368585.0,137.0,Backdraft,6.4,360.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Universal Pictures', 'Trilogy Entertainment Group', 'Imagine Films Entertainment']",['United States of America'],['English'],1991,3107
False,24000000,en,11.184385,41895491.0,137.0,The Fisher King,7.2,346.0,"['Comedy', 'Drama']",['TriStar Pictures'],['United States of America'],['English'],1991,3108
False,100000000,en,9.62371,211989043.0,121.0,End of Days,5.5,488.0,"['Action', 'Fantasy', 'Horror', 'Mystery']",['Beacon Communications'],['United States of America'],"['English', 'Italiano', 'Latin']",1999,3113
False,17000000,en,6.567794,65535067.0,88.0,Deuce Bigalow: Male Gigolo,5.4,314.0,['Comedy'],"['Happy Madison Productions', 'Quinta Communications', 'Touchstone Pictures']",['United States of America'],['English'],1999,3146
False,60000000,en,19.96678,284600000.0,189.0,The Green Mile,8.2,4166.0,"['Fantasy', 'Drama', 'Crime']","['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.']",['United States of America'],"['Français', 'English']",1999,3147
False,24000000,en,9.526781,88545092.0,126.0,The Cider House Rules,6.9,285.0,['Drama'],"['Miramax Films', 'Nina Saxon Film Design', 'FilmColony']",['United States of America'],['English'],1999,3148
